Subcorpus	Filename	Year data collection	Placement test score (raw)	Placement test score (%)	Proficiency	Sex	Age	School/University/Institution	Major	Year at university/school	L1	Father's native language	Mother's native language	Languages spoken at home	Age of exposure to English	Years studying English	Stay abroad in English speaking country (>= 1 month)	Stay abroad (where)	Stay abroad (when)	Stay abroad (months)	Language certificates (type and level)	Proficiency (self-assessment) speaking	Proficiency (self-assessment) listening	Proficiency (self-assessment) reading	Proficiency (self-assessment) writing	Proficiency (self-assessment)	Additional foreign language(s)	Proficiency (self-assessment) in additional language speaking	Proficiency (self-assessment) in additional language listening	Proficiency (self-assessment) in additional language reading	Proficiency (self-assessment) in additional language writing	Medium	Task number	Task title	Writing/audio details	Minutes taken to complete the task	Where the task was done	Resources used	Text	Original text
Learners	ES_WR_A2_33_15_3_DOC	2019	28 / 60	46.7	A2 (upper beginner)	Female	33	Universidad de Zaragoza	Filología Hispánica	""	Spanish	Spanish	Spanish	Spanish	6	15	No	""	""	0	B1	B1 (lower intermediate)	B1 (lower intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	3.5 / 6	French	B2 (upper intermediate)	B2 (upper intermediate)	C1 (lower advanced)	B2 (upper intermediate)	Written	3	3. Film	written_online	6	Outside classroom	""	The last film I’ve seen it’s called Pretty Woman in my TV. It’s the story of a woman who works like a meeting woman when she knows a man who is a millionaire. Her life changes totally and little by little she is falling in love with him. But... he is falling in love with her too. She has some problems because the rich society don’t want to admit her. Because of that, she decide to come to her old life. Finally, when she tries to come, he goes at her home and he says to her that he is falling in love with her and he wants to live with her forever.	
Learners	ES_WR_A2_26_4_3_LV	2017	29 / 60	48.3	A2 (upper beginner)	Female	26	Universidad de Valladolid	Grado en Estudios Ingleses	3º	Spanish	Spanish	Spanish	Spanish	8	4	No	""	""	0	""	A2 (upper beginner)	C1 (lower advanced)	C1 (lower advanced)	B2 (upper intermediate)	4 / 6	French	A1 (lower beginner)	B1 (lower intermediate)	B2 (upper intermediate)	A1 (lower beginner)	Written	3	3. Film	written_online	20	Outside classroom	Bilingual dictionary (Spanish/English)	Ocean's Thirty  can be the typical film about stealing a casino in Las Vegas, but it deals about the loyalty and friendship. Dani Ocean and his gang try to revenge one member of them. However, in this third part of the saga, their mission is not simple at all. They should think the most elaborated plan up to now. Once again, his wit and his traps manage to carry out his plan. Willy Bank fails at the opening of his hotel and loses millions of dollars. At the end, what matters is that Rubens recovers from betrayal thanks to the support and collaboration of his gang, but above all with the support of his friends.	
Learners	ES_WR_B1_19_14_3_ALP	2016	59 / 120	49.2	B1 (lower intermediate)	Female	19	Universidad de Granada	Filología (excepto Filología Inglesa)	2UNI	Spanish	Spanish	Spanish	Spanish	5	14	No	""	""	0	""	B1 (lower intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	A2 (upper beginner)	3.25 / 6	""	""	""	""	""	Written	3	3. Film	written_offline_classroom	""	""	""	"The last film I have seen was ""Coherence"". The plot of the film: a group of friends are having a little party in a house the night that a rock across the atmospheric cap, then stranger things started. They fall in a dimension when there are a lot of groups like them, doing the same like them and wearing the same. They decided to be together until the night ends, but there was some problems and not everybody was with his group in his dimension. Finally a blondie woman of the friend's group goes to other house's dimension, that were more happy than in her house. She kill her ""clan"" and she stay in this house."	
Learners	ES_WR_B1_21_16_3_IDN	2016	60 / 120	50	B1 (lower intermediate)	Female	21	Universidad de Granada	Filología (excepto Filología Inglesa)	2UNI	Spanish	Spanish	Spanish	Spanish	5	16	No	""	""	0	""	A2 (upper beginner)	B1 (lower intermediate)	B1 (lower intermediate)	A2 (upper beginner)	2.5 / 6	""	""	""	""	""	Written	3	3. Film	written_offline_classroom	""	""	""	"The last film that I have seen was ""No culpes al karma de lo que te pasa por gilipollas"". This film was very interesting because I read a book with the same title and I had too many expectations about the film. <br/> I went with my friend Denise. We ate in the middle of city and after we were walking over two hours. We were in some shop's and even we took several photos. <br/> At 16:00 we began to walk towards cinema. We bought some drinks and a lot of sweets and then we arrived to the cinema. <br/> The film was very fun. I enjoyed all time because a I read the book a five months ago. For that, I understand several jokes that were in the film. <br/> The  story was a little girl called Sara who fell in love with a littl boy called Aaron. When they have grown up, seen them. She has boyfrined and he has girlfriend, Sara sister's Sara is modist and she work with feathers. They ended together because she loved him and he loved her."	
Learners	ES_WR_B1_23_17_3_CIP	2017	31 / 60	51.7	B1 (lower intermediate)	Female	23	Universidade da Coruña	Grado en Inglés: estudios lingüísticos y literarios	5º año	Spanish	Spanish	Galician	Spanish	6	17	Yes	Ireland	2014-2015	4	""	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	6 / 6	Italian	A1 (lower beginner)	A1 (lower beginner)	A2 (upper beginner)	A1 (lower beginner)	Written	3	3. Film	written_online	5	Outside classroom	""	"The last movie I've seen is ""Pearl Harbor"". The film deals with the Second World War and how the US went to war because of the attack on the Pearl Harbor military base. The protagonists are interpreted by Ben Affleck, Josh Hartnett and Kate Beckinsale. The story centers on a romance between the characters of Kate and Ben, but when everyone thinks that Ben has died in an air crash, Kate and Josh fall in love trying to overcome the death of their friend and their beloved respectively. <br/>  <br/> Afterwards, Ben returns from the dead to discover that his girlfriend and his best friend have betrayed him. Everything is complicated when the Japanese army attacks the base of Pearl Harbor and more than 3000 soldiers die. Due to the US entry into the war, Ben and Josh are sent on a mission to weaken Japanese forces, but Josh dies in the attempt, not without first knowing that Kate is expecting his son. In the end, Kate and Ben raise their son together as they watch how the world survive the Second World War."	
Learners	ES_WR_B1_24_18_3_LCSH	2019	31 / 60	51.7	B1 (lower intermediate)	Female	24	Universidad de Granada	Filología Hispánica	2 de Filologia hispánica	Spanish	Spanish	Spanish	Spanish	6	18	No	""	""	0	""	A2 (upper beginner)	B1 (lower intermediate)	B2 (upper intermediate)	B1 (lower intermediate)	3 / 6	""	""	""	""	""	Written	3	3. Film	written_online	20	Outside classroom	Bilingual dictionary (Spanish/English)	The last film I have seen is called Maleficent. I went to the cinema because it was the Cinema Festival and the cinema ticket was cheaper than the rest of the days. Maleficent was an evil fairy who raised the child she cursed, Aurora. The film shows the other face of the traditional fairy tale about Sleeping Beauty. The film was amazing and I enjoyed the script and the performance of the actors, especially, Angelina Jolie.	
Learners	ES_WR_B1_17_12_3_PFG	2019	32 / 60	53.3	B1 (lower intermediate)	Male	17	Universidad de Granada	Educación Primaria Bilingüe	Primero	Spanish	Spanish	Spanish	Spanish	6	12	No	""	""	0	Pet(B1)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	3 / 6	French	A1 (lower beginner)	A1 (lower beginner)	A2 (upper beginner)	A1 (lower beginner)	Written	3	3. Film	written_online	10	Outside classroom	""	The last film I have sawn is IT. It is a horror film in which the principal characters are a group of children and an evil clown. The film is about the history of that children and all the things that happen with the clown. One of that things is that the clown kidnap the young brother of one of that children and they want to investigate what happens to him. When they are trying to find the boy, the clown attacks them.	
Learners	ES_WR_B1_17_12_3_PFG	2019	32 / 60	53.3	B1 (lower intermediate)	Male	17	Universidad de Granada	Educación Primaria Bilingüe	Primero	Spanish	Spanish	Spanish	Spanish	6	12	No	""	""	0	Pet(B1)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	3 / 6	French	A1 (lower beginner)	A1 (lower beginner)	A2 (upper beginner)	A1 (lower beginner)	Written	3	3. Film	written_online	10	Outside classroom	""	The last film I have sawn is IT. It is a horror film in which the principal characters are a group of children and an evil clown. The film is about the history of that children and all the things that happen with the clown. One of that things is that the clown kidnap the young brother of one of that children and they want to investigate what happens to him. When they are trying to find the boy, the clown attacks them.	
Learners	ES_SP_B1_19_12_3_ZVM	2019	32 / 60	53.3	B1 (lower intermediate)	Female	19	Universidad de Granada	Filología Hispánica	2º	Spanish	Spanish	Spanish	Spanish	7	12	No	""	""	0	Preliminary English Test (B1)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	3 / 6	""	""	""	""	""	Spoken	3	3. Film	spoken_offline_lab	5	Outside classroom	Bilingual dictionary (Spanish/English)	hhh the film that I'm I'm going to describe is called durante la tormenta hhh and is it is an Spanish movie hhh star by hhh Adriana Ugarte hhh uh that film is about uh / hhh a connection between hhh uh two realities uh between to the to uh / uh ages hhh uh / one in the in the / eighties uh one in the ac= / uh the / uh actual real hhh uh life uh / hhh uh / hhh a woman with her with her boy with her husband and his and her hhh her / girl / her dath= daughter / uh / were moved to a a house hhh where before uh live uh / live the the hhh where before hhh a little boy lived hhh who was uh / hhh who was / uh / who died hhh uh / hhh / hhh / du= during a xxx hhh uh in the / when the the woman moved hhh uh / hhh there was a xxx / also hhh and it was a connection uh between hhh the day uh when the boy died hhh and the actual day hhh and / the woman changes the life of the boyf= of the boy hhh because she advertised him to hhh to not to leave the house that day hhh so uh that changed the the life of the woman hhh and now the woman hhh uh have to / to find the boy / to to ask him hhh to / hhh / to change the things / in / hhh in order to / uh t= / to the woman can / preserve their their life hhh because they lose her boyf= her boyfriend and and her uh her little child / hhh they achieved it and he can hhh uh / hhh / recuperate the their live uh her live at at uh hhh finally	
Learners	ES_WR_B1_19_12_3_ZVM	2019	32 / 60	53.3	B1 (lower intermediate)	Female	19	Universidad de Granada	Filología Hispánica	2º	Spanish	Spanish	Spanish	Spanish	7	12	No	""	""	0	Preliminary English Test (B1)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	3 / 6	""	""	""	""	""	Written	3	3. Film	written_online	5	Outside classroom	Bilingual dictionary (Spanish/English)	The last film I saw was Durante la tormenta. It was about a woman who was moved to a new house with ther family and found an old TV which owned to the last family who lived there. During a stormy day, a strange conection happened between the woman and the boy who live there before. That boy died that day in the past by an accident so the woman in that conection could save him of the death. That happen made that the woman's life changed at all. Since that moment, she had to found out where the little boy was in order to change the past and can recover her real life.	
Learners	ES_WR_B1_21_16_3_EHO	2016	65 / 120	54.2	B1 (lower intermediate)	Female	21	Universidad de Granada	Filología (excepto Filología Inglesa)	2UNI	Spanish	Spanish	Spanish	Spanish	5	16	No	""	""	0	""	B1 (lower intermediate)	B2 (upper intermediate)	C1 (lower advanced)	B1 (lower intermediate)	3.75 / 6	French	""	""	""	""	Written	3	3. Film	written_offline_classroom	""	""	""	"The film I saw yesterday was ""seven pounds"". In  the film, a man who lost his family search seven real good person with several in because he'd going to kill himself and give to that people all of his organs.  <br/> In the film he found a girl who had a several heart in and he cares to her untill the end, because he  fell in love with her. He literally gives to her his whole heart."	
